disease_ID,disease_name,ICD9,meridian,symptoms,acupoints
DIS0059,糖尿病,250,足太陽膀胱經,"['食慾增加 （多吃）', '排尿次數增加及量多 （多尿）', '不正常口渴 （多喝）', '體重不正常減輕', '視力模糊', '傷口癒合慢', '足部有針刺感', '皮膚搔癢', '不明原因容易疲倦、虛弱']","['肝俞', '脾俞', '腎俞', '足三里', '人宗穴', '胃俞', '水通穴', '水金穴', '合谷', '太沖', '中脘', '內庭', '肺俞', '人皇穴', '陽池', '太溪', '三陰交', '分枝上穴', '分枝下穴', '照海', '復溜', '魚際', '太淵', '水腑穴', '陰陵泉', '地宗穴', '天宗穴', '氣海', '生殖區', '通腎穴', '通胃穴', '通背穴', '足運區', '地皇穴', '膈俞', '天黃穴', '明黃穴', '其黃穴', '心俞', '少府', '四肢穴', '天皇穴', '三焦俞', '水分', '肓俞', '土耳穴']"
SYS0030,頭痛,784,足太陽膀胱經,['頭痛'],"['肝俞', '脾俞', '腎俞', '足三里', '四花上穴', '四花中穴', '四花下穴', '靈骨穴', '水通穴', '水金穴', '合谷', '行間', '太沖', '解溪', '重魁穴', '三重穴', '中九里穴', '後會穴', '攢竹', '太陽', '內庭', '頰車', '風池', '天柱', '天皇副穴', '太溪', '風府', '正士穴', '心靈穴', '三陰交', '皮質下', '肝', '百會', '神庭', '耳尖', '神門', '足竅陰', '湧泉', '偏歷', '列缺', '少澤', '支正', '商丘', '水腑穴', '陰陵泉', '下九里穴', '上九里穴', '氣海', '公孫', '地機', '火主穴', '通背穴', '膽穴', '大白穴', '七星穴', '胃', '上星', '手五金穴', '手千金穴', '次白穴', '十八星穴', '人迎', '州崙穴', '交感', '四神聰', '印堂', '枕', '外耳', '陽溪', '後溪', '腕骨', '火散穴', '通關穴', '通天穴', '鎮靜穴', '五嶺穴', '緣中', '三叉三穴', '地士穴', '外耳穴', '京骨', '丘墟', '足臨泣', '束骨', '神耳穴', '俠溪', '蠡溝', '花骨一穴', '腕順一穴', '腕順二穴', '土昌穴', '孔最', '目窗', '懸顱', '頸椎', '後枝穴', '金前下穴', '金前上穴', '耳背穴', '富頂穴', '胰膽', '木府穴', '木梁穴', '木昌穴', '金耳穴', '三靈穴', '額', '感冒一穴', '感冒二穴', '上里穴', '四腑一穴', '四腑二穴', '膀胱', '沖霄穴', '天沖']"
DIS0667,壓力相關疾病,,足太陽膀胱經,[],"['肝俞', '脾俞', '腎俞', '足三里', '期門', '中脘', '風池', '肺俞', '身柱', '天柱', '陽池', '厥陰俞', '曲池', '照海', '天樞', '氣海', '次髎', '大杼', '大腸俞', '肩井', '上巨虛']"
DIS0691,癌症相關疲勞,,足太陽膀胱經,[],"['肝俞', '腎俞', '足三里', '陽陵泉', '合谷', '太沖', '內關', '中脘', '太陽', '太溪', '曲池', '關元', '三陰交', '百會', '陰陵泉', '氣海', '印堂', '陰郄', '俞府']"
DIS0652,癌症疼痛,,足太陽膀胱經,[],"['肝俞', '腎俞', '足三里', '胃俞', '陽陵泉', '合谷', '期門', '太沖', '內關', '中脘', '風池', '肺俞', '豐隆', '外關', '支溝', '膏肓', '血海', '太溪', '曲池', '三陰交', '百會', '梁丘', '照海', '列缺', '陰陵泉', '天樞', '公孫', '環跳', '夾脊', '梁門', '懸鐘', '膈俞', '申脈', '後溪', '丘墟', '足臨泣', '少府', '三陽絡', '外丘']"
DIS0282,膽石病,574,足太陽膀胱經,[],"['肝俞', '陽陵泉', '合谷', '期門', '太沖', '內關', '中脘', '手解穴', '中九里穴', '膽俞', '下九里穴', '上九里穴', '下白穴', '天黃穴', '明黃穴', '其黃穴', '上高穴', '通里', '木枝穴', '馬快水穴', '膽囊', '日月']"
DIS0537,膽疾,,足太陽膀胱經,[],"['肝俞', '陽陵泉', '期門', '太沖', '手解穴', '膽俞', '木斗穴', '木留穴', '上高穴', '日月']"
DIS0284,膽囊炎,575.1,足太陽膀胱經,"['右上或上腹痛，發作時會持續數小時，並且疼痛相當嚴重，痛感會反射至右肩或背部', '伴隨發燒、噁心、嘔吐和食慾不佳', '在吸氣時，按壓右上腹出現吸氣疼痛中止']","['肝俞', '腸門穴', '陽陵泉', '手解穴', '中九里穴', '七里穴', '膽俞', '下九里穴', '上九里穴', '懸鐘', '天黃穴', '明黃穴', '其黃穴', '上高穴', '木黃穴', '足臨泣', '土昌穴', '木枝穴']"
DIS0351,類風濕性關節炎,714,足太陽膀胱經,"['關節僵硬', '韌帶撕裂、指頭扭曲變形', '體重減輕、全身倦怠、發燒、皮下結節']","['肝俞', '脾俞', '腎俞', '足三里', '水通穴', '水金穴', '陽陵泉', '合谷', '太沖', '內關', '中脘', '解溪', '三間', '風池', '大椎', '陽池', '外關', '崑崙', '血海', '太溪', '曲池', '三陰交', '陰交', '商丘', '太白', '陰陵泉', '命門', '天樞', '氣海', '通腎穴', '通胃穴', '通背穴', '懸鐘', '大杼', '陽溪', '腕骨', '心常一穴', '心常二穴', '心常三穴', '丘墟', '陽谷', '三焦俞', '水分', '犢鼻', '陷谷', '木府穴', '木梁穴', '木昌穴', '州金穴', '外丘']"
DIS0111,癲癇,345,足太陽膀胱經,"['強直階段：突然失去意識、仆跌、可能不由自主地喊叫、肌肉僵直、呼吸短暫中止', '陣攣階段：肌肉抽搐與鬆弛現象交替出現、可能咬傷內頰或舌頭而流血、口吐泡沫、停止呼吸數秒（可能皮膚發青）', '強直陣攣性發作通常持續1～3分鐘', '發作過後：開始呼吸、短暫的意識混亂或睏倦，可能嘔吐、或有大小便失禁情形']","['肝俞', '脾俞', '太沖', '內關', '感覺區', '承漿', '攢竹', '風池', '身柱', '大椎', '豐隆', '天皇副穴', '風府', '曲池', '三陰交', '神門', '百會', '本神', '水溝', '郄門', '大陵', '勞宮', '湧泉', '大鐘', '照海', '少商', '間使', '支正', '隱白', '大敦', '頂中線', '後頂', '上瘤穴', '天黃穴', '明黃穴', '其黃穴', '聽會', '心俞', '承光', '運動區', '申脈', '四神聰', '印堂', '後溪', '京骨', '少海', '胸腔區', '腕順一穴', '腕順二穴', '鳩尾', '目窗', '前谷', '強間', '腦清', '額中線', '暈聽區', '曲泉', '通天', '頂旁1線', '金門', '頂旁2線', '五處', '腰奇', '舞蹈震顫控制區', '枕上正中線']"
DIS0245,十二指腸潰瘍,532,足太陽膀胱經,"['反覆發作的胃痛或下腹疼痛', '消化不良', '進食後感覺很飽、腹脹', '感覺不適', '體重減輕']","['脾俞', '足三里', '腸門穴', '四花上穴', '四花中穴', '四花下穴', '側三里穴', '胃俞', '火星上穴', '火星下穴', '靈骨穴', '肝門穴', '門金穴', '四花外穴', '水通穴', '水金穴', '陽陵泉', '合谷', '期門', '行間', '太沖', '內關', '中脘', '解溪']"
DIS0672,大腸激躁症,,足太陽膀胱經,['過去一年内超過12周出現腹痛、脹氣及排便狀況改變的症狀'],"['脾俞', '腎俞', '足三里', '胃俞', '合谷', '太沖', '內關', '中脘', '命門', '天樞']"
DIS0653,中風後肩部疼痛,,足太陽膀胱經,['中風後肩部疼痛'],"['脾俞', '足三里', '胃俞', '合谷', '內關', '中脘', '豐隆', '肩髃', '肩髎', '陽池', '外關', '血海', '曲池', '百會', '極泉', '太淵', '手三里', '臂臑', '懸鐘', '四神聰', '八邪', '商曲', '天宗', '肩貞', '臑會', '會宗', '外陵']"
DIS0083,心因性嘔吐症,307.54,足太陽膀胱經,['嘔吐'],"['脾俞', '足三里', '胃俞', '內關', '中脘', '水溝', '天樞', '公孫']"
DIS0325,月經週期不規則,626.4,足太陽膀胱經,['月經週期不規則'],"['脾俞', '腎俞', '足三里', '四花上穴', '四花中穴', '四花下穴', '靈骨穴', '門金穴', '太沖', '重魁穴', '內庭', '人皇穴', '委中', '血海', '太溪', '其門穴', '其角穴', '其正穴', '花骨四穴', '關元', '三陰交', '肝', '脾', '然谷', '照海', '水中穴', '命門', '天樞', '還巢穴', '婦科五穴', '中極', '氣海', '歸來', '膀胱俞', '次髎', '地機', '姐妹三穴', '木婦穴', '姐妹一穴', '姐妹二穴', '子宮', '額旁3線', '頂中線', '地皇穴', '大白穴', '帶脈', '腎', '內分泌', '緣中', '婦靈穴', '足臨泣', '關元俞', '三叉一穴', '大腸俞', '天皇穴', '腰陽關', '卵巢', '氣', '水泉', '交信', '蠡溝', '額旁2線', '內生殖器']"
SYS0025,水腫,782.3,足太陽膀胱經,['水腫'],"['脾俞', '腎俞', '足三里', '陽陵泉', '合谷', '肺俞', '支溝', '太溪', '火陵穴', '三陰交', '水溝', '復溜', '太白', '陰陵泉', '氣海', '通腎穴', '通胃穴', '通背穴', '火山穴', '通天穴', '陰谷', '三焦俞', '分水穴', '水分', '四瀆', '大包', '水清穴']"
DIS0320,白帶,623.5,足太陽膀胱經,"['局部搔癢', '灼熱', '疼痛伴隨腰痠', '小腹脹痛']","['脾俞', '腎俞', '足三里', '人宗穴', '水通穴', '水金穴', '陽陵泉', '風市', '肩峰穴', '雲白穴', '神肩穴', '人皇穴', '太溪', '其門穴', '其角穴', '其正穴', '關元', '三陰交', '復溜', '陰陵泉', '命門', '地宗穴', '天宗穴', '還巢穴', '婦科五穴', '中極', '氣海', '歸來', '白環俞', '次髎', '地機', '姐妹三穴', '木婦穴', '姐妹一穴', '姐妹二穴', '通腎穴', '通胃穴', '通背穴', '地皇穴', '帶脈', '天黃穴', '明黃穴', '其黃穴', '火包穴', '婦靈穴', '天皇穴', '石門', '大巨']"
DIS0409,坐骨神經痛,724.3,足太陽膀胱經,"['臀部、大腿後側及小腿后外側輕微刺痛、隱隱作痛、麻木或灼燒感', '行走困難']","['脾俞', '腎俞', '足三里', '骨關穴', '靈骨穴', '門金穴', '四花外穴', '陽陵泉', '太沖', '外白穴', '重魁穴', '手解穴', '州天穴', '州銀穴', '風市', '感覺區', '頂顳後斜線', '豐隆', '建中穴', '肩峰穴', '雲白穴', '神肩穴', '天皇副穴', '委中', '承山', '崑崙', '風府', '三河穴', '火陵穴', '花骨四穴', '正士穴', '三陰交', '火硬穴', '神門', '殷門', '陰陵泉', '命門', '上曲穴', '金林穴', '次髎', '木關穴', '中關穴', '足運區', '頂中線', '膽穴', '大白穴', '秩邊', '李白穴', '下曲穴', '居髎', '環跳', '夾脊', '懸鐘', '膈俞', '火串穴', '火腑海穴', '中白穴', '下白穴', '火山穴', '手五金穴', '手千金穴', '肺心穴', '上白穴', '上高穴', '州圓穴', '州昆穴', '州崙穴', '至陰', '後溪', '上髎', '駟馬下穴', '駟馬上穴', '駟馬中穴', '委中穴', '三叉三穴', '分白穴', '足臨泣', '上士穴', '胞肓', '六完穴', '關元俞', '三叉一穴', '大腸俞', '腰陽關', '分水穴', '內白穴', '三叉二穴', '火府穴', '火梁穴', '火昌穴', '金府穴', '金梁穴', '金昌穴', '鼻翼穴', '州靈穴', '肝靈穴', '水曲穴', '腕順一穴', '腕順二穴', '玉火穴', '承扶', '氣海俞', '土水穴', '中髎', '安脊穴', '膝', '髖', '坐骨神經', '臀', '腰骶椎', '胰膽', '復原一穴', '復原二穴', '復原三穴', '二角明穴', '少白穴', '花骨三穴', '木府穴', '木梁穴', '木昌穴', '金耳穴', '州金穴', '小節穴', '腰眼', '正脊穴', '頂顳前斜線', '頂旁1線', '水海穴', '水腰穴', '盆腔', '三靈穴']"
SYS0008,便秘,564,足太陽膀胱經,"['三天以上未排便', '糞便質地堅硬', '排便困難', '便血', '排便後仍有便意、腹脹或是腹痛']","['脾俞', '足三里', '胃俞', '合谷', '內關', '中脘', '豐隆', '陽池', '外關', '支溝', '太溪', '其門穴', '其角穴', '其正穴', '花骨四穴', '關元', '三陰交', '神門', '皮質下', '大鐘', '照海', '復溜', '二間', '商丘', '下巨虛', '水中穴', '水腑穴', '太白', '天樞', '氣海', '膀胱俞', '大敦', '火串穴', '地士穴', '大腸俞', '三焦俞', '木府穴', '木梁穴', '木昌穴', '上巨虛', '大腸', '直腸', '腰靈穴']"
DIS0244,胃潰瘍,531,足太陽膀胱經,"['飯後1小時，上腹燒灼樣疼痛或鈍痛', '常常感覺饑餓', '胃部經常不舒服', '常感覺胃部飽脹、噯氣、反酸', '脹氣感、腹脹感', '打嗝', '感覺胃部不適', '胃口不佳', '嘔吐', '體重減輕']","['脾俞', '足三里', '四花上穴', '四花中穴', '側三里穴', '胃俞', '火星上穴', '火星下穴', '靈骨穴', '門金穴', '四花外穴', '水通穴', '水金穴', '陽陵泉', '合谷', '期門', '行間', '太沖', '內關', '中脘', '解溪', '通腎穴', '通胃穴', '通關穴', '通天穴', '四花副穴']"
DIS0231,氣喘,493,足太陽膀胱經,"['呼吸會出現喘鳴聲', '胸悶', '呼吸困難', '長期咳嗽不癒']","['脾俞', '腎俞', '足三里', '人宗穴', '四花上穴', '四花中穴', '胃俞', '靈骨穴', '四花外穴', '水通穴', '水金穴', '陽陵泉', '合谷', '內關', '中脘', '大間穴', '重魁穴', '三間', '地倉', '頰車', '風池', '風門', '肺俞', '身柱', '大椎', '天突', '豐隆', '重子穴', '重仙穴', '曲陵穴', '肩髎', '絲竹空', '中渚', '外關', '厥陰俞', '魄戶', '膏肓', '血海', '太溪', '曲池', '關元', '三陰交', '神門', '皮質下', '脾', '百會', '耳尖', '郄門', '膽俞', '指腎穴', '大鐘', '復溜', '章門', '魚際', '尺澤', '列缺', '太淵', '陰陵泉', '命門', '天樞', '氣海', '次髎', '小間穴', '大白穴', '伏兔', '懸鐘', '膈俞', '火腑海穴', '心俞', '廉泉', '州圓穴', '州昆穴', '州崙穴', '交感', '腎', '膻中', '外陵', '大杼', '後溪', '上髎', '四花副穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '人士穴', '地士穴', '天士穴', '建力穴', '中力穴', '曲差', '少海', '胸腔區', '陽谷', '志室', '定喘', '四瀆', '中府', '雲門', '孔最', '懸顱', '氣海俞', '浮郄', '土水穴', '額旁1線', '率谷', '翳明', '腎上腺', '木炎一穴', '木炎二穴', '木炎三穴', '肩外俞', '肺', '俞府', '懸厘', '氣管', '陶道', '對屏尖', '督俞', '意舍', '五處', '合陽', '十二喉穴', '頸百勞', '平喘', '風溪', '天髎', '氣戶', '角窩中']"
DIS0076,神經衰弱症,300.5,足太陽膀胱經,[],"['脾俞', '腎俞', '足三里', '合谷', '期門', '內關', '風池', '豐隆', '州水穴', '飛揚', '太溪', '關元', '三陰交', '神門', '皮質下', '肝', '脾', '百會', '復溜', '公孫', '火主穴', '胃', '前會穴', '心俞', '腎', '心', '緣中', '陰郄', '少海', '沖陽', '土耳穴']"
SYS0092,胸悶,,足太陽膀胱經,['胸悶'],"['脾俞', '足三里', '腸門穴', '四花中穴', '肝門穴', '太沖', '內關', '中脘', '大間穴', '承漿', '支溝', '太溪', '火陵穴', '心靈穴', '郄門', '勞宮', '然谷', '中封', '尺澤', '間使', '側間穴', '小間穴', '心門穴', '火串穴', '火山穴', '膻中', '腕骨', '中間穴', '神封', '靈墟', '神藏', '彧中', '庫房', '屋翳', '膺窗', '三靈穴', '神耳穴', '火府穴', '火梁穴', '火昌穴', '手五里', '脊中', '沖陽', '意舍']"
DIS0340,酒渣鼻,695.3,足太陽膀胱經,"['鼻頭皮膚潮紅', '丘疹萌發', '毛細血管擴張']","['脾俞', '胃俞', '迎香', '外三關穴', '印堂', '正本穴', '素髎']"
DIS0697,第二型糖尿病,,足太陽膀胱經,"['多喝', '多吃', '多尿', '不明原因的疲倦和不適', '實力突然模糊', '傷口不易愈合', '足部有針刺感', '皮膚瘙癢']","['脾俞', '腎俞', '足三里', '胃俞', '合谷', '中脘', '肺俞', '血海', '太溪', '曲池', '關元', '三陰交', '陰陵泉', '氣海', '膈俞', '志室', '三焦俞']"
DIS0143,麥粒腫,373.1,足太陽膀胱經,"['眼瞼內外出現腫塊', '眼睛或眼瞼變紅、疼痛', '眼瞼腫脹', '流眼淚', '眼睛發癢', '眼瞼靠睫毛處有髒東西覆蓋', '眼睛有灼燒感', '視力有異狀', '眼睛分泌黏液', '對光線很敏感']","['脾俞', '胃俞', '合谷', '三重穴', '攢竹', '大椎', '肝', '脾', '眼', '少澤', '側間穴', '天黃穴', '明黃穴', '其黃穴', '天井', '水頂穴']"
DIS0618,椎動脈型頸椎病,,足太陽膀胱經,[],"['脾俞', '胃俞', '合谷', '內關', '風池', '大椎', '風府', '夾脊']"
DIS0323,無月經,626,足太陽膀胱經,['無月經'],"['脾俞', '腎俞', '足三里', '靈骨穴', '合谷', '行間', '太沖', '血海', '關元', '三陰交', '復溜', '中極', '氣海', '三江穴', '關元俞', '水泉', '石門']"
DIS0012,結核性腦膜炎,013.0,足太陽膀胱經,[],"['脾俞', '足三里', '肺俞', '尺澤', '太淵', '膻中']"
DIS0634,脾胃病,,足太陽膀胱經,[],"['脾俞', '腎俞', '足三里', '胃俞', '中脘', '漏谷', '太溪', '三陰交', '大鐘', '復溜', '章門', '隱白', '商丘', '陰陵泉', '天樞', '下脘', '手三里', '懸鐘', '神闕', '外陵', '沖門', '三焦俞', '溫溜', '厲兌', '上脘', '關門', '氣沖', '上巨虛', '脊中', '肓俞', '承筋', '沖陽', '意舍', '承滿', '陽綱', '胃倉', '陰都']"
DIS0611,脾病,,足太陽膀胱經,[],"['脾俞', '章門', '太白']"
DIS0297,腎及尿路結石症,592,足太陽膀胱經,[],"['脾俞', '腎俞', '太沖', '關元', '三陰交', '陰交', '陰陵泉', '中極', '氣海', '歸來', '膀胱俞', '次髎', '委陽', '上髎', '中髎', '下髎', '腹結']"
DIS0294,腎盂腎炎,590.8,足太陽膀胱經,[],"['脾俞', '腎俞', '行間', '外關', '火陵穴', '關元', '三陰交', '尺澤', '間使', '陰陵泉', '中極', '膀胱俞', '通腎穴', '通胃穴', '通背穴', '火串穴', '火山穴', '肝靈穴', '腕順一穴', '腕順二穴']"
DIS0422,黃疸,782.4,足太陽膀胱經,"['皮膚黃', '眼白黃', '皮膚癢', '伴隨發燒、腹痛', '體重下降']","['脾俞', '足三里', '人宗穴', '胃俞', '肝門穴', '陽陵泉', '期門', '太沖', '中脘', '太陽一穴', '太陽二穴', '手解穴', '內庭', '大椎', '豐隆', '三陰交', '勞宮', '膽俞', '章門', '中封', '隱白', '太白', '陰陵泉', '公孫', '木關穴', '膽穴', '至陽', '天黃穴', '明黃穴', '其黃穴', '後溪', '腕骨', '木黃穴', '陶道', '木枝穴', '木全穴', '日月']"
